id,NO,station,key,year,date,from_time,RH,SO2,CO,O3,PM25,NOX,WS,WD,NO2,CH4,NH3,BENZ,TOLU,TEMP,SR,AT,PM10,PRES,ETHYL,NMHC,THC
17243,13.62,BTM,BTM_02_10_2015_04_00_00,2015,02/10/2015,04:00:00,89.83,,0.08,,37.16,19.49,,,22.32,,,,,28.56,,,,764.3,,,
17244,13.06,BTM,BTM_02_10_2015_08_00_00,2015,02/10/2015,08:00:00,88.68,0.89,0.29,,49.24,18.46,,,20.93,,,,,29.57,,,,768.14,,,
17245,13.6,BTM,BTM_02_10_2015_12_00_00,2015,02/10/2015,12:00:00,75.08,,0.48,,84.01,19.4,,,22.19,,,,,32.15,,,,762.09,,,
17246,13.34,BTM,BTM_02_10_2015_16_00_00,2015,02/10/2015,16:00:00,71.11,0.21,0.57,,73.03,19.04,,,21.91,,,,2.13,32.25,,,,761.75,,,
17247,14.07,BTM,BTM_02_10_2015_20_00_00,2015,02/10/2015,20:00:00,78.83,0.78,0.45,,72.2,20.78,,,24.06,,,,2.77,30.66,,,,766.53,,,
17248,13.34,BTM,BTM_03_10_2015_00_00_00,2015,03/10/2015,00:00:00,86.28,0.36,0.52,,39.62,19.22,,,22.25,,,,,29.2,,,,765.37,,,
17249,13.55,BTM,BTM_03_10_2015_04_00_00,2015,03/10/2015,04:00:00,89.74,0.17,0.39,,66.12,19.68,,,22.79,,,,,28.41,,,,766.4,,,
17250,14.54,BTM,BTM_03_10_2015_08_00_00,2015,03/10/2015,08:00:00,81.2,0.17,0.58,,50.25,22.01,,,25.65,,,,2.21,30.18,,,,767.6,,,
17251,14.17,BTM,BTM_03_10_2015_12_00_00,2015,03/10/2015,12:00:00,68.27,0.26,0.43,,62.96,21.11,,,24.52,,,,2.75,32.71,,,,761.87,,,
17252,13.85,BTM,BTM_03_10_2015_16_00_00,2015,03/10/2015,16:00:00,69.25,0.31,0.69,,50.79,20.55,,,23.96,,,,4.6,32.41,,,,762.12,,,
17253,15.12,BTM,BTM_03_10_2015_20_00_00,2015,03/10/2015,20:00:00,84.25,0.74,0.56,,78.58,23.49,,,27.55,,,,5.18,30.01,,,,767.16,,,
17254,13.17,BTM,BTM_04_10_2015_00_00_00,2015,04/10/2015,00:00:00,93.1,0.5,0.43,,28.6,19.09,,,22.26,,,,,28.63,,,,765.78,,,
17255,7.5,BTM,BTM_04_10_2015_12_00_00,2015,04/10/2015,12:00:00,82.71,2.41,1.07,,41.23,12.31,,,15.45,,,,5.53,30.72,,,,761.41,,,
17256,5.93,BTM,BTM_04_10_2015_16_00_00,2015,04/10/2015,16:00:00,91.8,0.03,0.49,,43.2,10.55,,,13.84,,,,8.55,29.01,,,,763.3,,,
17257,5.82,BTM,BTM_04_10_2015_20_00_00,2015,04/10/2015,20:00:00,95.19,,0.43,,38.55,10.31,,,13.56,,,,,27.73,,,,767.9,,,
17258,5.45,BTM,BTM_05_10_2015_00_00_00,2015,05/10/2015,00:00:00,95.19,,0.47,,42.89,9.48,,,12.57,,,,,27.54,,,,764.68,,,
17259,5.5,BTM,BTM_05_10_2015_04_00_00,2015,05/10/2015,04:00:00,95.12,2.61,0.3,,51.42,9.66,,,12.83,,,,,27.54,,,,764.32,,,
17260,3.58,BTM,BTM_05_10_2015_08_00_00,2015,05/10/2015,08:00:00,83.5,3.45,0.51,,387.15,5.86,,,11.52,,,,,30.16,,,,763.87,,,
17261,5.67,BTM,BTM_05_10_2015_12_00_00,2015,05/10/2015,12:00:00,74.08,2.47,0.48,,588.14,10.02,,,12.49,,,,,31.63,,,,759,,,
17262,8.92,BTM,BTM_05_10_2015_16_00_00,2015,05/10/2015,16:00:00,81.24,2.96,0.83,,94.54,17.28,,,21.85,,,,7.59,30.44,,,,760.43,,,
17263,5.46,BTM,BTM_05_10_2015_20_00_00,2015,05/10/2015,20:00:00,94.04,,0.51,,57.84,9.42,,,12.44,,,,,27.73,,,,765.98,,,
17264,6.59,BTM,BTM_06_10_2015_08_00_00,2015,06/10/2015,08:00:00,78.21,3.38,0.75,,56.51,11.98,,,15.33,,,,,30.76,,,,761.67,,,
17265,5.57,BTM,BTM_06_10_2015_12_00_00,2015,06/10/2015,12:00:00,73.86,0.79,0.32,,27.36,9.8,,,12.98,,,,,31.71,,,,757.66,,,
17266,6.39,BTM,BTM_06_10_2015_16_00_00,2015,06/10/2015,16:00:00,75.37,3.32,4.36,,27.11,12.33,,,14.3,,,,,30.86,,,,759.2,,,
17267,6.67,BTM,BTM_06_10_2015_20_00_00,2015,06/10/2015,20:00:00,87.08,1.12,9.72,,47.83,12.5,,,16.38,,,,5.28,29.56,,,,762.97,,,
17268,5.33,BTM,BTM_07_10_2015_00_00_00,2015,07/10/2015,00:00:00,93.48,0.81,0.24,,73.12,9.26,,,12.35,,,,,28.06,,,,762.32,,,
17269,5.27,BTM,BTM_07_10_2015_04_00_00,2015,07/10/2015,04:00:00,93.1,0.37,0.24,,48.18,9.21,,,12.33,,,,,27.71,,,,762.06,,,
17270,5.03,BTM,BTM_07_10_2015_08_00_00,2015,07/10/2015,08:00:00,71.14,3.16,0.21,,9829.51,9.12,,,12.2,,,,,29.85,,,,723.15,,,
17271,5.55,BTM,BTM_07_10_2015_12_00_00,2015,07/10/2015,12:00:00,68.59,0.14,0.38,,423.61,9.92,,,13.24,,,,,32.87,,,,757.44,,,
17272,4.97,BTM,BTM_07_10_2015_16_00_00,2015,07/10/2015,16:00:00,73.23,2.25,0.52,,50.02,8.61,,,12.98,,,,,31.82,,,,759.24,,,
17273,5.62,BTM,BTM_08_10_2015_08_00_00,2015,08/10/2015,08:00:00,81.28,6,0.74,,32.54,10.17,,,13.4,,,,,30.59,,,,762.43,,,
17274,5.17,BTM,BTM_08_10_2015_12_00_00,2015,08/10/2015,12:00:00,70.9,9.18,0.26,,38.74,9.15,,,12.58,,,,,32.17,,,,758.25,,,
17275,4.03,BTM,BTM_08_10_2015_16_00_00,2015,08/10/2015,16:00:00,74.76,2.89,0.39,,73.95,7.4,,,21.18,,,475.72,526.56,31.09,,,,759.78,524.49,,
17276,5.3,BTM,BTM_08_10_2015_20_00_00,2015,08/10/2015,20:00:00,81.46,1.85,0.29,,39.32,8.91,,,11.72,,,2.72,7.04,29.53,,,,764.77,14.21,,
17277,4.09,BTM,BTM_09_10_2015_00_00_00,2015,09/10/2015,00:00:00,87.18,1.31,0.39,,72.2,8,,,11.87,,,,,28.34,,,,763.23,,,
17278,4.7,BTM,BTM_09_10_2015_04_00_00,2015,09/10/2015,04:00:00,91,1.19,0.34,,62.67,8.44,,,11.77,,,,,27.92,,,,762.91,,,
17279,4.1,BTM,BTM_09_10_2015_08_00_00,2015,09/10/2015,08:00:00,79.9,2.56,0.66,,114.87,6.97,,,18.29,,,,,30.72,,,,762.91,,,
17280,4.6,BTM,BTM_09_10_2015_12_00_00,2015,09/10/2015,12:00:00,72.29,1.87,0.78,,87.79,8.37,,,11.78,,,,,32.33,,,,757.61,,,
17281,4.36,BTM,BTM_09_10_2015_16_00_00,2015,09/10/2015,16:00:00,71.53,2.27,0.65,,12166.73,8.11,,,12.76,,,,2.9,31.76,,,,759.28,,,
17282,4.44,BTM,BTM_09_10_2015_20_00_00,2015,09/10/2015,20:00:00,83.76,1.62,0.81,,12499.09,8.34,,,11.97,,,,,29.88,,,,764.88,,,
17283,3.96,BTM,BTM_10_10_2015_00_00_00,2015,10/10/2015,00:00:00,91.44,1.13,0.38,,124.05,7.95,,,11.97,,,,,28.31,,,,763.31,,,
17284,4.22,BTM,BTM_10_10_2015_04_00_00,2015,10/10/2015,04:00:00,93.72,1.01,0.31,,64.83,8.08,,,11.82,,,,,27.59,,,,764.09,,,
17285,3.13,BTM,BTM_10_10_2015_08_00_00,2015,10/10/2015,08:00:00,81.77,3.07,0.48,,19.74,6.68,,,18.11,,,,,30.74,,,,763.77,,,
17286,4.42,BTM,BTM_10_10_2015_12_00_00,2015,10/10/2015,12:00:00,74.32,1.65,0.61,,33.58,8.24,,,11.8,,,,,32.13,,,,759.66,,,
17287,4.32,BTM,BTM_10_10_2015_16_00_00,2015,10/10/2015,16:00:00,72.8,1.55,0.45,,690.6,8.07,,,17.39,,,,,31.71,,,,760.7,,,
17288,4.44,BTM,BTM_10_10_2015_20_00_00,2015,10/10/2015,20:00:00,80.31,2.58,0.27,,11909.3,8.48,,,12.23,,,,,30.7,,,,764.66,,,
17289,4.48,BTM,BTM_11_10_2015_12_00_00,2015,11/10/2015,12:00:00,68.11,2.64,0.95,,405.24,8.05,,,12.37,,,,,33.48,,,,760.63,,,
17290,1.66,BTM,BTM_11_10_2015_20_00_00,2015,11/10/2015,20:00:00,87.17,3,,,17.49,4.76,,,20.09,,,,,29.07,,,,768.24,,,
17291,5.36,BTM,BTM_12_10_2015_08_00_00,2015,12/10/2015,08:00:00,80.95,2.33,1.08,,35.42,8.74,,,12.04,,,,,30.88,,,,766.68,,,
17292,5.01,BTM,BTM_12_10_2015_12_00_00,2015,12/10/2015,12:00:00,63.07,1.34,0.41,,224.97,8.61,,,11.59,,,,,33.63,,,,760.94,,,
17293,4.68,BTM,BTM_12_10_2015_16_00_00,2015,12/10/2015,16:00:00,56.87,0.68,0.36,,96.34,8.36,,,11.63,,,,,33.4,,,,759.91,,,
17294,4.48,BTM,BTM_12_10_2015_20_00_00,2015,12/10/2015,20:00:00,81.97,1.63,0.3,,146.6,7.84,,,13.2,,,,3.66,29.18,,,,743.5,,,
17295,4.02,BTM,BTM_13_10_2015_00_00_00,2015,13/10/2015,00:00:00,92.99,0.69,0.31,,75.25,7.97,,,11.92,,,,,28.85,,,,766.06,,,
17296,2.58,BTM,BTM_13_10_2015_08_00_00,2015,13/10/2015,08:00:00,52.56,2.83,0.2,,16.59,6.1,,,14.97,,,,,33.43,,,,763.87,,,
17297,4.32,BTM,BTM_13_10_2015_12_00_00,2015,13/10/2015,12:00:00,48.29,2.14,0.33,,37.05,8.1,,,11.7,,,,,33.78,,,,760.71,,,
17298,3.24,BTM,BTM_13_10_2015_16_00_00,2015,13/10/2015,16:00:00,60.41,2.42,0.21,,37.55,7.06,,,16.52,,,,,31.65,,,,763.86,,,
17299,4.03,BTM,BTM_13_10_2015_20_00_00,2015,13/10/2015,20:00:00,67.91,1.68,0.46,,87.01,8.01,,,11.97,,,,5.14,30.27,,,,767.76,,,
17300,3.95,BTM,BTM_14_10_2015_00_00_00,2015,14/10/2015,00:00:00,79.64,2.18,0.36,,79.06,7.97,,,12.01,,,,6.62,28.83,,,,766.48,,,
17301,4.88,BTM,BTM_14_10_2015_04_00_00,2015,14/10/2015,04:00:00,85.6,2.07,0.3,,99.7,8.62,,,11.82,,,,6.09,28,,,,766.8,,,
17302,3.71,BTM,BTM_14_10_2015_08_00_00,2015,14/10/2015,08:00:00,51.5,2.68,0.42,,1422.95,7.35,,,14.09,,,,,32.92,,,,766.12,,,
17303,2.77,BTM,BTM_14_10_2015_12_00_00,2015,14/10/2015,12:00:00,48.1,3.09,1.78,,2014.52,6.39,,,17.45,,,,,33.93,,,,760.29,,,
17304,2.84,BTM,BTM_14_10_2015_16_00_00,2015,14/10/2015,16:00:00,50.54,2.65,1.47,,28.18,5.21,,,38.77,,,,,32.41,,,,763.19,,,
17305,4.18,BTM,BTM_14_10_2015_20_00_00,2015,14/10/2015,20:00:00,63.1,1.68,1.62,,82.43,8.17,,,12.04,,,,3.19,30.04,,,,767.64,,,
17306,3.94,BTM,BTM_15_10_2015_00_00_00,2015,15/10/2015,00:00:00,76.08,0.7,0.25,,73.32,8,,,12.1,,,,7.78,28.41,,,,766.65,,,
17307,3.86,BTM,BTM_15_10_2015_04_00_00,2015,15/10/2015,04:00:00,77.97,0.6,0.46,,81.04,7.55,,,13.39,,,,,28.05,,,,766.16,,,
17308,4.92,BTM,BTM_15_10_2015_08_00_00,2015,15/10/2015,08:00:00,55.86,1.95,0.62,,94.25,8.63,,,12.59,,,,,33.05,,,,765.1,,,
17309,3.99,BTM,BTM_15_10_2015_12_00_00,2015,15/10/2015,12:00:00,50.08,2.91,0.4,,72.5,7.11,,,19.55,,,,,34.54,,,,760.83,,,
17310,4.72,BTM,BTM_15_10_2015_16_00_00,2015,15/10/2015,16:00:00,60.82,2.28,0.17,,45.26,8.46,,,16.15,,,,,32.49,,,,763.2,,,
17311,5.26,BTM,BTM_15_10_2015_20_00_00,2015,15/10/2015,20:00:00,64.87,1.14,0.11,,56.35,8.96,,,11.88,,,,,31.4,,,,766.03,,,
17312,3.52,BTM,BTM_16_10_2015_08_00_00,2015,16/10/2015,08:00:00,71.51,2.97,0.66,,47.97,7.2,,,13.82,,,,,31.16,,,,766.56,,,
17313,4.79,BTM,BTM_16_10_2015_12_00_00,2015,16/10/2015,12:00:00,50.34,1.59,0.5,,4862.09,8.38,,,13.75,,,,,35.05,,,,759.58,,,
17314,4.07,BTM,BTM_16_10_2015_20_00_00,2015,16/10/2015,20:00:00,78.27,2.23,0.49,,75.9,7.9,,,13.48,,,,,30.05,,,,767.91,,,
17315,3.94,BTM,BTM_17_10_2015_00_00_00,2015,17/10/2015,00:00:00,88.12,1.35,0.3,,74.2,7.95,,,12,,,,,28.54,,,,766.89,,,
17316,4.19,BTM,BTM_17_10_2015_04_00_00,2015,17/10/2015,04:00:00,91.8,0.98,0.55,,119.2,8.13,,,11.96,,,,,27.9,,,,766.93,,,
17317,4.76,BTM,BTM_17_10_2015_08_00_00,2015,17/10/2015,08:00:00,65.29,2.33,0.25,,38.86,8.38,,,13.95,,,,,32.67,,,,765.91,,,
17318,4.22,BTM,BTM_17_10_2015_20_00_00,2015,17/10/2015,20:00:00,75.1,2.18,0.4,,57.77,7.75,,,15.04,,,,2.8,30.1,,,,767.63,,,
17319,4.08,BTM,BTM_18_10_2015_00_00_00,2015,18/10/2015,00:00:00,92.24,1.79,0.33,,97.82,8.05,,,11.96,,,,,28.7,,,,766.62,,,
17320,4.44,BTM,BTM_18_10_2015_04_00_00,2015,18/10/2015,04:00:00,93.64,1.53,0.21,,71.02,8.29,,,11.86,,,,,28.05,,,,767.26,,,
17321,4.15,BTM,BTM_18_10_2015_08_00_00,2015,18/10/2015,08:00:00,67.7,2.77,0.41,,12069.41,7.51,,,17.16,,,,,32.69,,,,767.31,,,
17322,4.3,BTM,BTM_18_10_2015_12_00_00,2015,18/10/2015,12:00:00,54.64,2.34,0.69,,6096.3,8.12,,,16.8,,,,,34.5,,,,761.28,,,
17323,4.16,BTM,BTM_18_10_2015_16_00_00,2015,18/10/2015,16:00:00,59.67,1.29,0.54,,377.46,8.13,,,12,,,,,33.32,,,,763.34,,,
17324,4.03,BTM,BTM_18_10_2015_20_00_00,2015,18/10/2015,20:00:00,78.59,1.54,4.93,,24.42,7.51,,,12.93,,,,,30.4,,,,768.79,,,
17325,3.5,BTM,BTM_19_10_2015_00_00_00,2015,19/10/2015,00:00:00,88.52,0.68,0.35,,74.44,7.34,,,11.64,,,,,28.67,,,,766.84,,,
17326,4.03,BTM,BTM_19_10_2015_04_00_00,2015,19/10/2015,04:00:00,93.11,1.26,0.34,,81.63,7.86,,,11.69,,,,,27.97,,,,767.95,,,
17327,5.64,BTM,BTM_19_10_2015_12_00_00,2015,19/10/2015,12:00:00,54.33,2.96,0.73,,95.12,8.59,,,21.74,,,,,34.37,,,,760.44,,,
17328,5.32,BTM,BTM_19_10_2015_20_00_00,2015,19/10/2015,20:00:00,78.43,2.16,0.61,,48.1,8.98,,,13.56,,,,,30.53,,,,767.52,,,
17329,3.96,BTM,BTM_20_10_2015_00_00_00,2015,20/10/2015,00:00:00,92.21,1.11,0.26,,75.26,7.85,,,11.76,,,,,29.04,,,,765.5,,,
17330,4.33,BTM,BTM_20_10_2015_04_00_00,2015,20/10/2015,04:00:00,92.87,0.85,0.57,,93.95,8.08,,,11.64,,,,,28.28,,,,765.59,,,
17331,4.78,BTM,BTM_20_10_2015_12_00_00,2015,20/10/2015,12:00:00,54.67,2.61,0.29,,16,7.25,,,14.64,,,,,34.62,,,,757.95,,,
17332,4.13,BTM,BTM_20_10_2015_16_00_00,2015,20/10/2015,16:00:00,61.63,2.66,2.04,,145.71,8,,,18.18,,,,,32.86,,,,760.49,,,
17333,5.15,BTM,BTM_21_10_2015_08_00_00,2015,21/10/2015,08:00:00,74.36,5.36,15.01,,22713.85,8.09,,,14.59,,,,,31.76,,,,764.14,,,
17334,15.39,BTM,BTM_21_10_2015_12_00_00,2015,21/10/2015,12:00:00,55.59,1.17,0.51,,59.82,11.19,,,3.77,,,168.82,101.02,34.16,,,,758.47,95.3,,
17335,20.44,BTM,BTM_21_10_2015_16_00_00,2015,21/10/2015,16:00:00,62.07,1.3,1.47,,29.08,27,,,23.3,,,7.8,9.71,32.23,,,,760.74,8.89,,
17336,4.59,BTM,BTM_21_10_2015_20_00_00,2015,21/10/2015,20:00:00,70.65,7.31,0.92,,75.47,8.39,,,12.6,,,,,30.13,,,,765.4,,,
17337,3.18,BTM,BTM_22_10_2015_00_00_00,2015,22/10/2015,00:00:00,83.08,1.44,0.32,,51.44,6.3,,,10.48,,,,,28.49,,,,765.04,,,
17338,3.89,BTM,BTM_22_10_2015_04_00_00,2015,22/10/2015,04:00:00,91.52,1.4,0.38,,46.51,7.34,,,11.54,,,,,27.58,,,,765.92,,,
17339,3.07,BTM,BTM_22_10_2015_08_00_00,2015,22/10/2015,08:00:00,52.96,4.12,21.47,,341.59,8.68,,,17.33,,,,,32.92,,,,764.62,,,
17340,3.61,BTM,BTM_22_10_2015_12_00_00,2015,22/10/2015,12:00:00,42.37,1.31,3.58,,9.95,7.67,,,13.34,,,,,31.6,,,,710.62,,,
17341,4.56,BTM,BTM_22_10_2015_16_00_00,2015,22/10/2015,16:00:00,48.67,0.93,0.65,,83.43,11.01,,,18.03,,,,,29.67,,,,761.43,,,
17342,2.39,BTM,BTM_22_10_2015_20_00_00,2015,22/10/2015,20:00:00,61.17,1.07,0.26,,62.28,5.83,,,10.74,,,,,26.75,,,,766.81,,,
17343,2.07,BTM,BTM_23_10_2015_00_00_00,2015,23/10/2015,00:00:00,67.74,1.68,0.21,,53.76,4.87,,,9.25,,,,,24.98,,,,765.09,,,
17344,3.65,BTM,BTM_23_10_2015_04_00_00,2015,23/10/2015,04:00:00,71.4,1.71,0.27,,52.96,8.19,,,13.63,,,,,24.22,,,,764.91,,,
17345,2.47,BTM,BTM_23_10_2015_08_00_00,2015,23/10/2015,08:00:00,42.51,1.64,6.33,,27.61,5.95,,,11.85,,,,,29.6,,,,763.93,,,
17346,2.24,BTM,BTM_23_10_2015_12_00_00,2015,23/10/2015,12:00:00,34.77,1.71,0.39,,31.61,6.1,,,11.5,,,,,31.17,,,,759.42,,,
17347,2.14,BTM,BTM_23_10_2015_16_00_00,2015,23/10/2015,16:00:00,40.69,1.69,0.33,,79.26,6.24,,,11.96,,,,,29.81,,,,761.6,,,
17348,2.47,BTM,BTM_23_10_2015_20_00_00,2015,23/10/2015,20:00:00,64.21,1.43,0.41,,56.21,6.77,,,12.54,,,,,27.04,,,,765.99,,,
17349,1.77,BTM,BTM_24_10_2015_00_00_00,2015,24/10/2015,00:00:00,82.01,1.4,0.32,,46.94,4.32,,,8.57,,,,,25.31,,,,764.55,,,
17350,2.07,BTM,BTM_24_10_2015_04_00_00,2015,24/10/2015,04:00:00,87.56,1.61,0.3,,49.54,5.06,,,9.65,,,,,24.58,,,,764.61,,,
17351,2.61,BTM,BTM_24_10_2015_08_00_00,2015,24/10/2015,08:00:00,53.85,1.61,0.36,,7759.55,6.67,,,16.58,,,,,28.7,,,,764.14,,,
17352,1.4,BTM,BTM_24_10_2015_12_00_00,2015,24/10/2015,12:00:00,34.45,2.17,0.2,,92.44,3.9,,,8.74,,,,,31.78,,,,756.77,,,
17353,1.77,BTM,BTM_24_10_2015_16_00_00,2015,24/10/2015,16:00:00,45.05,1.56,0.35,,61.27,5.04,,,10.06,,,,,29.55,,,,761.23,,,
17354,1.94,BTM,BTM_24_10_2015_20_00_00,2015,24/10/2015,20:00:00,62.86,1.7,0.37,,59.07,5.95,,,11.65,,,,,26.64,,,,766.6,,,
17355,1.48,BTM,BTM_25_10_2015_00_00_00,2015,25/10/2015,00:00:00,80.38,1.69,0.32,,48.62,3.98,,,8.32,,,,,24.51,,,,765.98,,,
17356,1.72,BTM,BTM_25_10_2015_04_00_00,2015,25/10/2015,04:00:00,76.45,1.45,0.34,,73.12,4.57,,,9.17,,,,,23.85,,,,766.39,,,
17357,1.57,BTM,BTM_25_10_2015_08_00_00,2015,25/10/2015,08:00:00,60.51,1.43,0.35,,73.45,3.94,,,8.1,,,,,27.69,,,,766.29,,,
17358,1.61,BTM,BTM_25_10_2015_12_00_00,2015,25/10/2015,12:00:00,52.23,1.59,0.41,,44.44,4.15,,,8.49,,,,,30.33,,,,760.83,,,
17359,1.38,BTM,BTM_25_10_2015_16_00_00,2015,25/10/2015,16:00:00,57.13,1.35,0.37,,93.69,4.23,,,8.99,,,,,28.78,,,,763.21,,,
17360,1.49,BTM,BTM_25_10_2015_20_00_00,2015,25/10/2015,20:00:00,71.03,1.36,0.33,,106.16,4.63,,,9.65,,,,,26.63,,,,767.75,,,
17361,1.26,BTM,BTM_26_10_2015_00_00_00,2015,26/10/2015,00:00:00,83.37,1.49,0.37,,75.56,3.65,,,7.99,,,,,25.17,,,,766.5,,,
17362,2.64,BTM,BTM_26_10_2015_04_00_00,2015,26/10/2015,04:00:00,85.76,1.74,0.33,,73.22,6.34,,,11.4,,,,,24.6,,,,766.28,,,
17363,1.63,BTM,BTM_26_10_2015_08_00_00,2015,26/10/2015,08:00:00,59.76,1.96,1.66,,18.18,6.1,,,13.09,,,,,29.07,,,,766.7,,,
17364,11.88,BTM,BTM_26_10_2015_16_00_00,2015,26/10/2015,16:00:00,54.92,2.06,1.59,,,16.55,,,10.2,,,3.25,,28.9,,,,763.47,,,
17365,4.78,BTM,BTM_27_10_2015_08_00_00,2015,27/10/2015,08:00:00,55.84,3.03,1.07,,,11.56,,,12.2,,,,,29.84,,,,765.16,,,
17366,12.16,BTM,BTM_27_10_2015_16_00_00,2015,27/10/2015,16:00:00,57.07,2.9,0.7,,3.91,20.71,,,20.18,,,,0.65,28.81,,,,763.36,,,
17367,5.35,BTM,BTM_27_10_2015_20_00_00,2015,27/10/2015,20:00:00,73.71,1.97,0.48,,1921.72,12.88,,,14.77,,,,1.31,27.03,,,,767.81,,,
17368,2.5,BTM,BTM_28_10_2015_00_00_00,2015,28/10/2015,00:00:00,86.02,1.93,0.39,,56.08,7.08,,,6.49,,,,,25.43,,,,766.46,,,
17369,2.92,BTM,BTM_28_10_2015_04_00_00,2015,28/10/2015,04:00:00,86.2,2.59,0.22,,53.54,7.67,,,7.07,,,,,25.09,,,,765.7,,,
17370,5.01,BTM,BTM_28_10_2015_08_00_00,2015,28/10/2015,08:00:00,66.21,2.98,5.33,,35.34,11.13,,,12.03,,,,,28.03,,,,766.65,,,
17371,4.08,BTM,BTM_28_10_2015_12_00_00,2015,28/10/2015,12:00:00,54,2.96,11.49,,13.58,8.88,,,12.07,,,,,30.95,,,,759.31,,,
17372,4.48,BTM,BTM_28_10_2015_16_00_00,2015,28/10/2015,16:00:00,70.91,2.56,0.6,,27.86,11.05,,,12.21,,,,,27.73,,,,762.41,,,
17373,2.28,BTM,BTM_28_10_2015_20_00_00,2015,28/10/2015,20:00:00,89.27,2.71,0.42,,17.82,7.32,,,11.11,,,,,25.51,,,,767.74,,,
17374,2.27,BTM,BTM_29_10_2015_00_00_00,2015,29/10/2015,00:00:00,88.93,2.49,0.34,,20.8,6.7,,,6.08,,,,,24.85,,,,766.48,,,
17375,3.56,BTM,BTM_29_10_2015_04_00_00,2015,29/10/2015,04:00:00,88.6,2.62,0.36,,32.66,8.08,,,6.93,,,,,24.66,,,,765.85,,,
17376,1.87,BTM,BTM_29_10_2015_08_00_00,2015,29/10/2015,08:00:00,77.64,3,,,83.64,4.39,,,7.32,,,,,27.02,,,,766.4,,,
17377,3.71,BTM,BTM_29_10_2015_12_00_00,2015,29/10/2015,12:00:00,56.37,3.87,7.27,,2.97,8.23,,,9.05,,,,,30.5,,,,759.49,,,
17378,2.58,BTM,BTM_29_10_2015_16_00_00,2015,29/10/2015,16:00:00,60.52,1.24,0.77,,5840.72,7.04,,,11.4,,,,,29.25,,,,760.6,,,
17379,3.12,BTM,BTM_29_10_2015_20_00_00,2015,29/10/2015,20:00:00,80.6,1.49,0.42,,414.34,7,,,10.99,,,,,26.58,,,,766.06,,,
17380,2.57,BTM,BTM_30_10_2015_00_00_00,2015,30/10/2015,00:00:00,87.1,1.77,0.08,,55.01,5.34,,,7.93,,,,,25.49,,,,764.25,,,
17381,3.69,BTM,BTM_30_10_2015_04_00_00,2015,30/10/2015,04:00:00,88.58,1.44,0.07,,33.36,7.01,,,9.64,,,,,25.02,,,,763.58,,,
17382,3.73,BTM,BTM_30_10_2015_08_00_00,2015,30/10/2015,08:00:00,64.22,1.74,0.22,,127.9,8.03,,,18.68,,,,,29.64,,,,762.47,,,
17383,2.23,BTM,BTM_30_10_2015_12_00_00,2015,30/10/2015,12:00:00,53.95,2.21,0.1,,231.2,6.86,,,14.2,,,,,31.34,,,,758.33,,,
17384,6.1,BTM,BTM_30_10_2015_16_00_00,2015,30/10/2015,16:00:00,64.31,1.67,0.45,,,12.34,,,17.95,,,,,29.18,,,,759.97,,,
17385,0.9,BTM,BTM_30_10_2015_20_00_00,2015,30/10/2015,20:00:00,84.44,1.75,0.03,,175.54,4.31,,,16.99,,,,,26.51,,,,765.24,,,
17386,4.59,BTM,BTM_31_10_2015_08_00_00,2015,31/10/2015,08:00:00,71.01,1.41,1.15,,55.73,9.29,,,12.98,,,,,28.44,,,,763.39,,,
17387,3.93,BTM,BTM_31_10_2015_16_00_00,2015,31/10/2015,16:00:00,62.64,1.97,0.44,,10.07,9.34,,,14.54,,,,,29.07,,,,760.38,,,
17388,2.45,BTM,BTM_31_10_2015_20_00_00,2015,31/10/2015,20:00:00,74.15,1.55,0.51,,24.77,5.7,,,8.86,,,,,26.92,,,,765.03,,,
17389,2.21,BTM,BTM_01_11_2015_00_00_00,2015,01/11/2015,00:00:00,85.48,1.8,0.25,,22.23,4.74,,,7.24,,,,,26.1,,,,763.7,,,
17390,2.19,BTM,BTM_01_11_2015_04_00_00,2015,01/11/2015,04:00:00,87.41,1.89,0.44,,27.34,4.42,,,6.62,,,,,25.69,,,,763.5,,,
17391,2.31,BTM,BTM_01_11_2015_08_00_00,2015,01/11/2015,08:00:00,71.67,2.09,0.89,,7.35,4.75,,,7.33,,,,,28.3,,,,764.69,,,
17392,2.65,BTM,BTM_01_11_2015_12_00_00,2015,01/11/2015,12:00:00,69.22,1.64,0.77,,9.94,5.51,,,8.15,,,,,28.81,,,,760.35,,,
17393,2.46,BTM,BTM_01_11_2015_16_00_00,2015,01/11/2015,16:00:00,81.42,1.9,0.62,,606.33,5.44,,,8.48,,,,,26.94,,,,762.46,,,
17394,2.52,BTM,BTM_01_11_2015_20_00_00,2015,01/11/2015,20:00:00,87.07,1.58,0.55,,348.8,5.22,,,7.76,,,,,25.95,,,,766.84,,,
17395,2.18,BTM,BTM_02_11_2015_00_00_00,2015,02/11/2015,00:00:00,87.98,1.6,0.44,,25.91,4.35,,,6.5,,,,,25.56,,,,765.09,,,
17396,2.32,BTM,BTM_02_11_2015_04_00_00,2015,02/11/2015,04:00:00,86.82,1.6,0.46,,30.08,4.56,,,6.7,,,,,25.34,,,,765.74,,,
17397,2.75,BTM,BTM_02_11_2015_08_00_00,2015,02/11/2015,08:00:00,77.11,1.79,0.67,,42.49,5.19,,,7.34,,,,,27.17,,,,767.15,,,
